movie_id,viewing_count,average_user_rating,unique_users,genre,rating,votes,runtime,release_year,revenue
904,17,2.76,17,Sci-Fi,9.04,8548,99,2021,314.5
905,9,2.78,9,Comedy,1.24,87337,102,2001,55.11
906,12,2.5,12,Action,9.54,67415,175,2021,424.93
907,12,3.08,12,Drama,5.17,85123,108,2014,457.57
908,5,2.0,5,Horror,8.87,38939,87,2007,333.54
909,7,2.71,7,Comedy,2.62,3862,85,2007,493.92
910,7,3.29,7,Horror,2.49,8815,97,2023,70.03
911,11,3.09,11,Comedy,9.77,72235,95,2002,110.11
912,10,3.0,10,Comedy,4.34,44980,106,2015,270.09
913,16,2.94,16,Sci-Fi,7.99,49576,92,2000,381.98
914,12,2.33,12,Action,3.19,38738,108,2008,235.67
915,10,2.6,10,Sci-Fi,9.96,77065,131,2022,54.49
916,17,3.18,17,Horror,5.73,8269,100,2013,247.68
917,9,3.11,9,Comedy,2.1,7901,133,2000,330.53
918,14,3.07,14,Comedy,5.8,11231,83,2000,346.75
919,12,2.83,12,Horror,4.52,21195,161,2024,345.53
920,14,3.29,14,Action,7.38,32652,85,2021,88.89
921,8,2.88,8,Horror,3.67,4304,161,2010,123.17
922,14,3.29,14,Comedy,4.72,82508,168,2014,73.86
923,17,3.35,17,Drama,2.2,21879,116,2025,265.3
924,11,3.73,11,Drama,9.0,17513,153,2000,331.39
925,10,2.6,10,Comedy,9.25,32573,144,2006,428.46
926,11,2.45,11,Horror,4.54,20408,173,2019,77.62
927,17,3.29,17,Comedy,7.01,15446,98,2024,101.75
928,13,2.62,13,Drama,6.12,21147,124,2022,436.11
929,15,3.13,15,Action,6.54,38008,145,2018,136.26
930,15,2.73,15,Horror,9.75,39759,151,2005,170.24
931,18,3.06,18,Comedy,1.81,13379,97,2024,256.26
932,12,2.83,12,Sci-Fi,6.01,26620,97,2005,217.05
933,12,2.83,12,Horror,3.95,93730,88,2024,67.45
934,12,3.0,12,Horror,5.24,23174,176,2013,469.17
935,14,3.07,14,Sci-Fi,9.49,59433,138,2022,288.78
936,18,3.06,18,Action,5.02,16590,86,2022,328.41
937,13,2.46,13,Action,6.82,13913,119,2010,58.53
938,12,3.83,12,Horror,4.81,57260,176,2011,295.78
939,9,3.11,9,Horror,1.57,58273,146,2002,412.72
940,11,3.73,11,Horror,6.91,60828,154,2023,97.71
941,18,3.17,18,Horror,5.38,38469,141,2021,456.3
942,22,3.41,22,Action,6.87,6181,133,2014,257.02
943,14,3.5,14,Sci-Fi,1.81,39078,173,2006,175.71
944,16,3.56,16,Drama,8.77,26012,113,2019,146.07
945,9,3.22,9,Sci-Fi,7.19,86000,86,2003,295.31
946,10,2.0,10,Action,8.11,63303,167,2015,459.9
947,12,2.58,12,Sci-Fi,7.9,92366,95,2012,201.82
948,15,3.53,15,Drama,8.23,35486,164,2003,173.3
949,9,2.67,9,Horror,4.29,93659,152,2003,156.12
950,13,3.31,13,Action,9.76,34016,126,2008,111.31
951,6,2.33,6,Action,9.78,80823,180,2018,343.83
952,7,4.0,7,Drama,6.05,16983,165,2013,63.92
953,6,2.67,6,Horror,1.57,39597,127,2001,65.74
954,9,2.89,9,Drama,6.07,20543,104,2013,475.54
955,11,3.0,11,Action,2.39,27142,88,2007,109.32
956,14,2.86,14,Horror,4.94,21959,125,2001,299.18
957,11,2.55,11,Drama,9.79,16199,156,2001,267.38
958,10,2.2,10,Action,3.81,7419,95,2009,59.07
959,9,2.67,9,Horror,2.41,57655,180,2006,188.7
960,17,3.53,17,Drama,4.41,69370,130,2001,123.17
961,10,2.8,10,Drama,7.99,88811,101,2001,377.51
962,14,2.36,14,Action,1.24,90940,175,2014,413.92
963,10,2.7,10,Action,9.66,91624,84,2023,379.67
964,13,2.54,13,Comedy,1.76,66823,87,2008,259.11
965,9,2.89,9,Horror,8.13,82733,165,2009,270.02
966,13,3.77,13,Horror,1.24,94642,147,2014,114.79
967,16,3.06,16,Action,6.34,96940,119,2000,138.39
968,10,2.9,10,Comedy,3.53,9007,116,2007,59.55
969,11,2.64,11,Horror,5.85,65314,107,2020,277.72
970,12,3.0,12,Action,5.54,58871,91,2020,330.11
971,10,3.5,10,Horror,9.38,30214,122,2008,205.48
972,18,2.67,18,Horror,9.77,27290,81,2004,427.7
973,17,3.0,17,Action,3.62,85649,87,2021,248.98
974,14,3.93,14,Sci-Fi,3.84,26153,110,2025,462.05
975,14,3.07,14,Comedy,5.58,20316,93,2016,222.31
976,20,2.95,20,Action,5.49,74090,88,2019,337.58
977,12,3.58,12,Drama,2.76,27817,131,2011,256.42
978,14,2.86,14,Comedy,1.9,59522,176,2016,56.77
979,10,3.0,10,Action,7.4,23203,133,2000,43.04
980,13,3.54,13,Comedy,4.53,5450,132,2000,175.72
981,14,2.86,14,Drama,3.36,26340,123,2025,456.27
982,11,3.0,11,Drama,6.0,97502,115,2014,14.81
983,6,2.5,6,Sci-Fi,2.22,93971,171,2010,376.97
984,16,2.62,16,Horror,2.04,83535,105,2006,451.97
985,15,2.93,15,Drama,7.58,41780,121,2008,12.6
986,18,3.33,18,Drama,3.9,52811,100,2009,38.4
987,10,3.7,10,Horror,5.43,26650,143,2012,42.79
988,13,2.62,13,Sci-Fi,5.26,52461,171,2015,225.57
989,13,2.92,13,Comedy,7.39,53028,93,2007,463.14
990,11,2.64,11,Sci-Fi,9.91,71226,174,2010,146.96
991,14,3.0,14,Drama,9.92,77648,129,2013,418.15
992,23,3.09,23,Drama,6.97,52207,96,2024,242.35
993,11,3.27,11,Sci-Fi,1.84,61332,80,2015,111.57
994,12,3.0,12,Action,6.49,64791,176,2021,434.72
995,15,3.07,15,Drama,4.71,59950,92,2012,490.99
996,11,2.45,11,Action,5.78,83993,94,2001,300.2
997,13,3.38,13,Drama,8.24,14466,160,2022,301.5
998,9,3.11,9,Action,5.33,28291,122,2012,45.16
999,12,3.0,12,Drama,1.85,43786,163,2025,337.8
1000,14,2.71,14,Action,8.46,20716,110,2025,106.94
