movie_id,rating,votes,runtime,release_year,revenue,genre,viewing_count,average_user_rating
968,6.05,82673,123,2022,225.15,Action,8,2.62
969,4.25,70855,102,2024,486.27,Horror,19,2.79
970,6.87,83003,180,2004,297.95,Sci-Fi,8,3.25
971,4.99,32952,132,2004,180.09,Drama,20,3.3
972,4.82,99936,122,2008,121.31,Sci-Fi,11,2.27
973,5.43,9551,125,2012,244.78,Comedy,12,2.33
974,6.02,67474,176,2017,455.13,Comedy,13,3.08
975,4.24,23410,144,2002,84.14,Horror,9,3.56
976,7.55,64344,141,2018,66.44,Horror,5,2.8
977,1.2,8624,158,2012,17.31,Comedy,13,3.31
978,9.93,23235,175,2015,460.74,Sci-Fi,11,3.18
979,7.16,22343,121,2012,487.1,Horror,15,2.8
980,5.75,67431,113,2000,285.49,Action,11,2.82
981,1.96,93419,151,2012,240.82,Sci-Fi,9,2.89
982,6.91,85155,178,2012,61.74,Horror,11,3.55
983,3.16,23207,85,2017,115.96,Comedy,14,3.57
984,3.31,32539,144,2014,276.9,Comedy,14,2.86
985,3.33,36786,156,2000,268.77,Comedy,14,3.36
986,9.95,50646,158,2017,440.95,Action,13,3.0
987,3.46,23901,102,2016,83.49,Drama,12,3.0
988,9.01,39640,142,2000,190.61,Drama,12,3.42
989,3.55,2095,95,2023,189.17,Horror,21,2.9
990,3.02,58840,108,2005,307.53,Comedy,11,2.27
991,6.38,93745,95,2022,121.14,Comedy,16,3.31
992,1.69,8279,123,2002,306.26,Action,12,3.33
993,5.11,69113,139,2011,221.36,Drama,16,3.06
994,5.94,57188,119,2025,411.28,Horror,16,3.12
995,4.33,93606,141,2006,155.54,Drama,10,3.4
996,7.17,42251,177,2010,166.47,Sci-Fi,18,3.11
997,9.38,45004,167,2019,423.27,Sci-Fi,19,2.84
998,7.16,44459,107,2008,298.06,Action,17,3.24
999,8.28,84936,85,2018,272.14,Action,11,3.09
1000,1.05,54257,129,2007,363.36,Sci-Fi,14,3.14
